iter	Logloss
444	0.2577726039
445	0.2575695261
446	0.2573589063
447	0.2569722134
448	0.2566179461
449	0.2561699988
450	0.2559258871
451	0.2558233243
452	0.2554983279
453	0.2550332699
454	0.2545507157
455	0.2543430669
456	0.2540920477
457	0.2536255022
458	0.2533356839
459	0.2529994965
460	0.2525042428
461	0.2521234234
462	0.2519445449
463	0.251499493
464	0.2510494346
465	0.2507798393
466	0.250379635
467	0.2500326377
468	0.2498036407
469	0.2495243798
470	0.249143206
471	0.2487991938
472	0.248501877
473	0.2481831056
474	0.2476616771
475	0.2474722004
476	0.2469219752
477	0.24658459
478	0.2460305798
479	0.2455421386
480	0.2453138
481	0.2450642674
482	0.2448079597
483	0.2444254006
484	0.2443291496
485	0.2439641535
486	0.2437973484
487	0.2433559706
488	0.2428542902
489	0.2424157033
490	0.2420167851
491	0.2418300463
492	0.2414820866
493	0.2410215149
494	0.2408149245
495	0.2404667568
496	0.2402444145
497	0.2398519308
498	0.23937614
499	0.2390316128
500	0.2386034849
501	0.2381749857
502	0.2379124385
503	0.2376555615
504	0.237252661
505	0.2367780128
506	0.2363660058
507	0.2358116176
508	0.2357160021
509	0.2353494934
510	0.234987131
511	0.2347777765
512	0.234522186
513	0.2339875812
514	0.2335071485
515	0.2332233446
516	0.23297373
517	0.2325931171
518	0.2320855479
519	0.2319140827
520	0.2315989272
521	0.2311450973
522	0.2306770792
523	0.2303508909
524	0.2301388918
525	0.2299327088
526	0.2296025302
527	0.229288669
528	0.2290540307
529	0.228798019
530	0.228407862
531	0.2279962109
532	0.2276703061
533	0.227492596
534	0.2273046868
535	0.2268518134
536	0.2265556098
537	0.2263435089
538	0.2261900785
539	0.2258488937
540	0.2256403417
541	0.2253070094
542	0.2251547104
543	0.2247855835
544	0.2242717292
545	0.2240668717
546	0.2236842974
547	0.2233260746
548	0.223176673
549	0.2228418304
550	0.2224592347
551	0.2220954732
552	0.2219303714
553	0.2217345604
554	0.221535839
555	0.2211207424
556	0.2208030259
557	0.220324348
558	0.220068795
559	0.2199203997
560	0.2196133795
561	0.2192186432
562	0.2189883775
563	0.2186355978
564	0.2185215057
565	0.2183246555
566	0.218046969
567	0.2178962222
568	0.2176820866
569	0.2172878905
570	0.2170647154
571	0.2168770359
572	0.216498268
573	0.2162591561
574	0.2161611489
575	0.2160122052
576	0.2156992608
577	0.2154238746
578	0.2151154926
579	0.2149326661
580	0.2146052074
581	0.2142184577
582	0.2138750204
583	0.2135515986
584	0.2133559669
585	0.2131528205
586	0.2128615346
587	0.2125718539
588	0.2123217591
589	0.2120010456
590	0.2117449205
591	0.2115115069
592	0.2111955794
593	0.2109549887
594	0.2105769621
595	0.2102429512
596	0.2099362062
597	0.209663181
598	0.2091742289
599	0.208927786
600	0.2085381206
601	0.2081966672
602	0.2080699032
603	0.2080199647
604	0.207833219
605	0.2076819541
606	0.2073976954
607	0.2070224924
608	0.2065605566
609	0.2062604915
610	0.2059231592
611	0.205724787
612	0.2055388386
613	0.2053706249
614	0.2052517167
615	0.2050381422
616	0.2047235987
617	0.2046939169
618	0.2043287317
619	0.2040289071
620	0.2037603145
621	0.2035387475
622	0.2035321825
623	0.2032967119
624	0.2029851706
625	0.2026533529
626	0.2022577338
627	0.2020224638
628	0.2017066446
629	0.2014091695
630	0.2011719087
631	0.2009846115
632	0.2008284083
633	0.2005907025
634	0.200264662
635	0.2000025347
636	0.1996447139
637	0.1992855599
638	0.1990443121
639	0.1989232193
640	0.1985009417
641	0.1983210692
642	0.1979680283
643	0.1977167505
644	0.1975819066
645	0.1974254823
646	0.1970117665
647	0.1967999213
648	0.1966196303
649	0.1961977053
650	0.1959047096
651	0.1956811083
652	0.1953248373
653	0.195085932
654	0.1948295163
655	0.1946001976
656	0.1944230992
657	0.1940345194
658	0.1937221378
659	0.193483222
660	0.1931381921
661	0.1927086914
662	0.1924849282
663	0.1922913324
664	0.1919804094
665	0.1917606473
666	0.1916177449
667	0.1912986073
668	0.1911164401
669	0.1907956846
670	0.1907031872
671	0.1903229001
672	0.1901819501
673	0.1899647171
674	0.189815876
675	0.1896734994
676	0.1895746755
677	0.1893492984
678	0.1892028714
679	0.1888773218
680	0.1886386982
681	0.1883748355
682	0.1880641186
683	0.1879569135
684	0.1876327281
685	0.1873777107
686	0.1871992896
687	0.1870223257
688	0.1867630558
689	0.1866423637
690	0.1863003218
691	0.1861171712
692	0.1858918136
693	0.185713127
694	0.1855163988
695	0.1852154456
696	0.1848926529
697	0.1845668471
698	0.1844382766
699	0.1843771413
700	0.1839612098
701	0.1837898712
702	0.1836477179
703	0.1833987882
704	0.1831851712
705	0.1829442264
706	0.1826386857
707	0.1823544118
708	0.1820104777
709	0.1817591864
710	0.1813620784
711	0.1810937463
712	0.1808985408
713	0.1808053922
714	0.180575199
715	0.180396571
716	0.1801659458
717	0.1798665597
718	0.1796300821
719	0.1793149135
720	0.1789486667
721	0.1786634672
722	0.1784618419
723	0.1780651426
724	0.1778999687
725	0.1776074963
726	0.1772663942
727	0.1770864888
728	0.1768645392
729	0.1766610808
730	0.1764442016
731	0.1761099967
732	0.1758306653
733	0.1755822744
734	0.1754354959
735	0.1751169793
736	0.1749085167
737	0.1747045762
738	0.1744476298
739	0.1742123471
740	0.1739781141
741	0.1737349384
742	0.1734217909
743	0.1731866
744	0.172976418
745	0.1727327914
746	0.1724730829
747	0.1722758125
748	0.1720931224
749	0.1717004333
750	0.1713866215
751	0.1711629431
752	0.171030622
753	0.1707160963
754	0.1703734056
755	0.1701886366
756	0.1700213297
757	0.1696957696
758	0.1693679346
759	0.1692786283
760	0.1690105089
761	0.1687711946
762	0.168460809
763	0.1682551197
764	0.1680220297
765	0.1678665902
766	0.1677064839
767	0.1674378512
768	0.1673543406
769	0.1671605904
770	0.1669671286
771	0.166880001
772	0.1665305597
773	0.1662947225
774	0.166023376
775	0.1657962919
776	0.1654895695
777	0.1652566675
778	0.1650663511
779	0.164792893
780	0.164702791
781	0.1644987235
782	0.1642794161
783	0.1642269179
784	0.1640791226
785	0.1639299013
786	0.1638417831
787	0.1635573768
788	0.1634018153
789	0.1633167375
790	0.1631406725
791	0.1629925962
792	0.1627695202
793	0.1624531336
794	0.1622137152
795	0.161964588
796	0.1618180923
797	0.1617045589
798	0.1615893308
799	0.1613898388
800	0.1611687103
801	0.1609910147
802	0.1607460262
803	0.160532794
804	0.1604471155
805	0.1603150125
806	0.160057642
807	0.1599800544
808	0.1598236912
809	0.1594921777
810	0.1592022539
811	0.1590085934
812	0.1586869211
813	0.1584659742
814	0.1581506715
815	0.1579383638
816	0.1577380735
817	0.1575809736
818	0.1574249475
819	0.1571894915
820	0.1569229857
821	0.1567515606
822	0.1566094641
823	0.1564800348
824	0.1562962768
825	0.1560552337
826	0.1559560824
827	0.1559089184
828	0.1557324442
829	0.1555458218
830	0.1553554902
831	0.1550920603
832	0.1548630899
833	0.1545184827
834	0.1543126636
835	0.1541227149
836	0.1539103686
837	0.1537382061
838	0.1535403493
839	0.1533625286
840	0.1531820474
841	0.1530592427
842	0.1527785937
843	0.152709335
844	0.1524559285
845	0.1523783961
846	0.1522565029
847	0.1521618164
848	0.1519376393
849	0.1517790949
850	0.1516632221
851	0.151523678
852	0.1514836498
853	0.1513292799
854	0.1510513804
855	0.1507388316
856	0.1505229369
857	0.1502397722
858	0.1500363854
859	0.1498203245
860	0.1495943472
861	0.1493377351
862	0.1490403786
863	0.1488487101
864	0.1486228038
865	0.1483776456
866	0.1483079551
867	0.1481039444
868	0.1478474779
869	0.1477632951
870	0.1475353818
871	0.1472728128
872	0.1470105306
873	0.1468928072
874	0.1466080869
875	0.1463289843
876	0.1461916323
877	0.1461099021
878	0.1459986035
879	0.1457040578
880	0.1453984872
881	0.1451172793
882	0.1449227171
883	0.1446564306
884	0.1443844782
885	0.1442051528
886	0.1440510573
887	0.1438396293
888	0.1436890691
889	0.1435485871
890	0.1433427336
891	0.1430975562
892	0.1429199621
893	0.1426557439
894	0.1424728206
895	0.1422976255
896	0.1419663182
897	0.1416704718
898	0.1415373311
899	0.1413802754
900	0.1412717245
901	0.1410256485
902	0.1407666489
903	0.1405827994
904	0.1403941262
905	0.1402493442
906	0.140131495
907	0.1399138725
908	0.1398878941
909	0.1396527542
910	0.1394947784
911	0.1392315223
912	0.1390852584
913	0.1388935162
914	0.1386591653
915	0.1384700445
916	0.1383298098
917	0.1381512437
918	0.1379943269
919	0.1377137381
920	0.1374916554
921	0.1373049725
922	0.1371164642
923	0.1369606077
924	0.1368184959
925	0.1367354454
926	0.1366947647
927	0.1365188487
928	0.1362964198
929	0.1361816787
930	0.1360336834
931	0.1358284578
932	0.1356911334
933	0.1356288107
934	0.1355256443
935	0.1353732458
936	0.1352823339
937	0.1350696346
938	0.1348681874
939	0.1345985058
940	0.1344950505
941	0.1343224447
942	0.13416563
943	0.134010461
944	0.1338774409
945	0.133703633
946	0.1335207311
947	0.1333455601
948	0.1331822721
949	0.1329512695
950	0.1328558404
951	0.1326762282
952	0.1325055099
953	0.1322400344
954	0.132112266
955	0.1319823402
956	0.1317545454
957	0.1315432879
958	0.1313154264
959	0.1310570556
960	0.1309509624
961	0.1307710466
962	0.1306343802
963	0.1304932423
964	0.130335939
965	0.1302285531
966	0.1299027793
967	0.12984532
968	0.1297115377
969	0.1294667415
970	0.1292576738
971	0.1290941015
972	0.128891624
973	0.1287532903
974	0.1286014123
975	0.1284176335
976	0.1283422129
977	0.1282174396
978	0.1280235403
979	0.1279311326
980	0.127761385
981	0.1276021136
982	0.127404477
983	0.1272458191
984	0.1270909955
985	0.1269218064
986	0.126749189
987	0.1265152189
988	0.1263331147
989	0.1261380152
990	0.1259265186
991	0.1256785129
992	0.1254657936
993	0.1253301433
994	0.1251683664
995	0.1249911309
996	0.1246767525
997	0.1244491579
998	0.1242775314
999	0.1240815532
